,variable,value
632,CITY:MX000029,"Tampico, MX"
633,CITY:MX000030,"Tepic, MX"
634,CITY:MX000031,"Tlaxcala, MX"
635,CITY:MX000032,"Toluca, MX"
636,CITY:MX000033,"Tuxtla Gutierrez, MX"
637,CITY:MX000034,"Veracruz, MX"
638,CITY:MX000035,"Villahermosa, MX"
639,CITY:MX000036,"Zacatecas, MX"
640,CITY:MY000003,"Johor Baharu, MY"
641,CITY:MY000005,"Kota Baharu, MY"
642,CITY:MY000006,"Kota Kinabalu, MY"
643,CITY:MY000007,"Kuala Lumpur, MY"
644,CITY:MY000009,"Kuantan New Port, MY"
645,CITY:MY000010,"Kuching, MY"
646,CITY:MY000011,"Melaka, MY"
647,CITY:MY000012,"Pinang, MY"
648,CITY:MY000014,"Shah Alam, MY"
649,CITY:MZ000001,"Beira, MZ"
650,CITY:MZ000002,"Chimoio, MZ"
651,CITY:MZ000003,"Inhambane, MZ"
652,CITY:MZ000004,"Lichinga, MZ"
653,CITY:MZ000005,"Maputo, MZ"
654,CITY:MZ000006,"Nampula, MZ"
655,CITY:MZ000007,"Pemba, MZ"
656,CITY:MZ000008,"Quelimane, MZ"
657,CITY:MZ000009,"Tete, MZ"
658,CITY:MZ000010,"Xai-Xai, MZ"
659,CITY:NG000001,"Maradi, NG"
660,CITY:NG000002,"Niamey, NG"
661,CITY:NG000003,"Tahoua, NG"
662,CITY:NG000004,"Zinder, NG"
663,CITY:NI000011,"Enugu, NI"
664,CITY:NI000013,"Ilorin, NI"
665,CITY:NI000015,"Jos, NI"
666,CITY:NI000017,"Kano, NI"
667,CITY:NI000019,"Lagos, NI"
668,CITY:NI000021,"Maiduguri, NI"
669,CITY:NI000022,"Makurdi, NI"
670,CITY:NI000023,"Minna, NI"
671,CITY:NI000025,"Port Harcourt, NI"
672,CITY:NI000028,"Yola, NI"
673,CITY:NL000001,"'s-Hertogenbosch, NL"
674,CITY:NL000002,"Amsterdam, NL"
675,CITY:NL000003,"Arnhem, NL"
676,CITY:NL000004,"Assen, NL"
677,CITY:NL000005,"Groningen, NL"
678,CITY:NL000006,"Haarlem, NL"
679,CITY:NL000007,"Leeuwarden, NL"
680,CITY:NL000008,"Maastricht, NL"
681,CITY:NL000009,"Rotterdam, NL"
682,CITY:NL000010,"The Hague, NL"
683,CITY:NL000011,"Utrecht, NL"
684,CITY:NL000012,"Zwolle, NL"
685,CITY:NO000001,"Bergen, NO"
686,CITY:NO000002,"Drammen, NO"
687,CITY:NO000003,"Kristiansand, NO"
688,CITY:NO000004,"Oslo, NO"
689,CITY:NO000005,"Stavanger, NO"
690,CITY:NO000006,"Tromso, NO"
691,CITY:NO000007,"Trondheim, NO"
692,CITY:NP000001,"Bhairawa, NP"
693,CITY:NP000002,"Biratnagar, NP"
694,CITY:NP000004,"Kathmandu, NP"
695,CITY:NT000001,"Willemstad, NT"
696,CITY:NU000001,"Chinandega, NU"
697,CITY:NU000002,"Esteli, NU"
698,CITY:NU000004,"Jinotega, NU"
699,CITY:NU000005,"Juigalpa, NU"
700,CITY:NU000007,"Managua, NU"
701,CITY:NU000008,"Masaya, NU"
702,CITY:NU000009,"Matagalpa, NU"
703,CITY:NZ000001,"Auckland, NZ"
704,CITY:NZ000002,"Christchurch, NZ"
705,CITY:NZ000007,"Wellington, NZ"
706,CITY:PA000001,"Asuncion, PA"
707,CITY:PA000002,"Coronel Oviedo, PA"
708,CITY:PA000003,"Encarnacion, PA"
709,CITY:PE000002,"Arequipa, PE"
710,CITY:PE000003,"Ayacucho, PE"
711,CITY:PE000004,"Cajamarca, PE"
712,CITY:PE000005,"Callao, PE"
713,CITY:PE000007,"Chiclayo, PE"
714,CITY:PE000009,"Cuzco, PE"
715,CITY:PE000011,"Huanuco, PE"
716,CITY:PE000012,"Huaraz, PE"
717,CITY:PE000014,"Iquitos, PE"
718,CITY:PE000015,"Lima, PE"
719,CITY:PE000017,"Piura, PE"
720,CITY:PE000018,"Pucallpa, PE"
721,CITY:PE000020,"Tacna, PE"
722,CITY:PE000021,"Trujillo, PE"
723,CITY:PE000022,"Tumbes, PE"
724,CITY:PK000002,"Hyderabad, PK"
725,CITY:PK000003,"Islamabad, PK"
726,CITY:PK000004,"Karachi, PK"
727,CITY:PK000005,"Lahore, PK"
728,CITY:PK000006,"Peshawar, PK"
729,CITY:PK000007,"Quetta, PK"
730,CITY:PK000008,"Rawalpindi, PK"
731,CITY:PL000002,"Bialystok, PL"
732,CITY:PL000007,"Elblag, PL"
733,CITY:PL000017,"Krakow, PL"
734,CITY:PL000030,"Poznan, PL"
735,CITY:PL000034,"Siedlce, PL"
736,CITY:PL000037,"Szczecin, PL"
737,CITY:PL000042,"Warsaw, PL"
738,CITY:PL000044,"Wroclaw, PL"
739,CITY:PM000001,"Colon, PM"
740,CITY:PM000003,"Panama, PM"
741,CITY:PO000001,"Aveiro, PO"
742,CITY:PO000002,"Braga, PO"
743,CITY:PO000003,"Coimbra, PO"
744,CITY:PO000004,"Evora, PO"
745,CITY:PO000005,"Funchal, PO"
746,CITY:PO000006,"Lisbon, PO"
747,CITY:PO000007,"Porto, PO"
748,CITY:PP000002,"Port Moresby, PP"
749,CITY:PU000001,"Bissau, PU"
750,CITY:QA000001,"Doha, QA"
751,CITY:RB000001,"Belgrade, RB"
752,CITY:RE000001,"Saint-Denis, RE"
753,CITY:RO000002,"Arad, RO"
754,CITY:RO000003,"Bacau, RO"
755,CITY:RO000004,"Baia Mare, RO"
756,CITY:RO000005,"Bistrita, RO"
757,CITY:RO000006,"Botosani, RO"
758,CITY:RO000007,"Braila, RO"
759,CITY:RO000009,"Bucharest, RO"
760,CITY:RO000010,"Buzau, RO"
761,CITY:RO000011,"Calarasi, RO"
762,CITY:RO000012,"Cluj-Napoca, RO"
763,CITY:RO000013,"Constanta, RO"
764,CITY:RO000014,"Craiova, RO"
765,CITY:RO000015,"Deva, RO"
766,CITY:RO000016,"Drobeta- Turmu Sererin, RO"
767,CITY:RO000018,"Galati, RO"
768,CITY:RO000020,"Iasi, RO"
769,CITY:RO000026,"Rimnicu Vilcea, RO"
770,CITY:RO000029,"Sibiu, RO"
771,CITY:RO000032,"Suceava, RO"
772,CITY:RO000034,"Targu Jiu, RO"
773,CITY:RO000036,"Timisoara, RO"
774,CITY:RO000037,"Tulcea, RO"
775,CITY:RP000002,"Manila, RP"
776,CITY:RQ000001,"Mayaguez, RQ"
777,CITY:RQ000002,"Ponce, RQ"
778,CITY:RQ000003,"San Juan, RQ"
779,CITY:RS000001,"Abakan, RS"
780,CITY:RS000002,"Arkangel'sk, RS"
781,CITY:RS000003,"Astrakhan, RS"
782,CITY:RS000004,"Barnaul, RS"
783,CITY:RS000005,"Belgorod, RS"
784,CITY:RS000006,"Birobidzhan, RS"
785,CITY:RS000007,"Blagoveshchensk, RS"
786,CITY:RS000008,"Ceboksary, RS"
787,CITY:RS000009,"Chelyabinsk, RS"
788,CITY:RS000011,"Chita, RS"
789,CITY:RS000012,"Elista, RS"
790,CITY:RS000013,"Gor'kiy, RS"
791,CITY:RS000014,"Gorno-Altaysk, RS"
792,CITY:RS000015,"Groznyy, RS"
793,CITY:RS000016,"Irkutsk, RS"
794,CITY:RS000017,"Ivanovo, RS"
795,CITY:RS000018,"Izevsk, RS"
796,CITY:RS000019,"Kaliningrad, RS"
797,CITY:RS000020,"Kaluga, RS"
798,CITY:RS000021,"Kazan', RS"
799,CITY:RS000022,"Kemerovo, RS"
800,CITY:RS000023,"Khabarovsk, RS"
801,CITY:RS000024,"Khanty-Mansiysk, RS"
802,CITY:RS000025,"Klintsy, RS"
803,CITY:RS000026,"Kostroma, RS"
804,CITY:RS000027,"Kotlas, RS"
805,CITY:RS000028,"Krasnodar, RS"
806,CITY:RS000029,"Krasnoyarsk, RS"
807,CITY:RS000030,"Kurgan, RS"
808,CITY:RS000031,"Kursk, RS"
809,CITY:RS000032,"Kuybyskev, RS"
810,CITY:RS000033,"Kyzyl, RS"
811,CITY:RS000034,"Lipetsk, RS"
812,CITY:RS000035,"Machackala, RS"
813,CITY:RS000036,"Magadan, RS"
814,CITY:RS000037,"Majkop, RS"
815,CITY:RS000038,"Moscow, RS"
816,CITY:RS000039,"Murmansk, RS"
817,CITY:RS000041,"Nazran, RS"
818,CITY:RS000043,"Novgorod, RS"
819,CITY:RS000044,"Novokuznetsk, RS"
820,CITY:RS000045,"Novosibirsk, RS"
821,CITY:RS000046,"Omsk, RS"
822,CITY:RS000047,"Orel, RS"
823,CITY:RS000048,"Orenburg, RS"
824,CITY:RS000049,"Penza, RS"
825,CITY:RS000050,"Perm', RS"
826,CITY:RS000051,"Petropavloski-Kamchatskiy, RS"
827,CITY:RS000052,"Petrozavodsk, RS"
828,CITY:RS000053,"Pskov, RS"
829,CITY:RS000054,"Rostov-on-Don, RS"
830,CITY:RS000055,"Ryazan, RS"
831,CITY:RS000056,"Saint Petersburg, RS"
832,CITY:RS000057,"Saransk, RS"
833,CITY:RS000058,"Saratov, RS"
834,CITY:RS000059,"Smolensk, RS"
835,CITY:RS000060,"Stavropol, RS"
836,CITY:RS000061,"Sverdlovsk, RS"
837,CITY:RS000062,"Syktyvkar, RS"
838,CITY:RS000063,"Tambov, RS"
839,CITY:RS000064,"Tomsk, RS"
840,CITY:RS000065,"Tula, RS"
841,CITY:RS000066,"Tver, RS"
842,CITY:RS000067,"Tyumen, RS"
843,CITY:RS000068,"Ufa, RS"
844,CITY:RS000069,"Ul'yanovsk, RS"
845,CITY:RS000070,"Ulan Ude, RS"
846,CITY:RS000071,"Vladikavkaz, RS"
847,CITY:RS000072,"Vladimir, RS"
848,CITY:RS000073,"Vladivostok, RS"
849,CITY:RS000074,"Volgograd, RS"
850,CITY:RS000075,"Vologda, RS"
851,CITY:RS000076,"Vorkuta, RS"
852,CITY:RS000077,"Voronezh, RS"
853,CITY:RS000078,"Vyatka, RS"
854,CITY:RS000079,"Yakutsk, RS"
855,CITY:RS000080,"Yaroslavl, RS"
856,CITY:RS000081,"Yuzhno-Sakhalinsk, RS"
857,CITY:RW000006,"Kigali, RW"
858,CITY:SA000001,"Abha, SA"
859,CITY:SA000003,"Jeddah, SA"
860,CITY:SA000004,"Mecca, SA"
861,CITY:SA000005,"Medina, SA"
862,CITY:SA000007,"Riyadh, SA"
863,CITY:SA000008,"Sakakah, SA"
864,CITY:SA000009,"Tabuk, SA"
865,CITY:SF000001,"Bisho, SF"
866,CITY:SF000002,"Bloemfontein, SF"
867,CITY:SF000003,"Cape Town, SF"
868,CITY:SF000004,"Durban, SF"
869,CITY:SF000005,"Johannesburg, SF"
870,CITY:SF000006,"Kimberley, SF"
871,CITY:SF000007,"MMabatho (Mafikeng), SF"
872,CITY:SF000008,"Nelspruit, SF"
873,CITY:SF000009,"Pietermaritzburg (Ulundi), SF"
874,CITY:SF000010,"Pietersburg (Polokwane), SF"
875,CITY:SF000011,"Port Elizabeth, SF"
876,CITY:SF000012,"Pretoria, SF"
877,CITY:SF000013,"Richards Bay, SF"
878,CITY:SG000001,"Dakar, SG"
879,CITY:SG000002,"Kolda, SG"
880,CITY:SG000003,"Thies, SG"
881,CITY:SG000004,"Ziguinchor, SG"
882,CITY:SI000001,"Ljubljana, SI"
883,CITY:SL000002,"Freetown, SL"
884,CITY:SN000001,"Singapore, SN"
885,CITY:SP000001,"Barcelona, SP"
886,CITY:SP000002,"Bilbao, SP"
887,CITY:SP000003,"Ceuta, SP"
888,CITY:SP000005,"Logrono, SP"
889,CITY:SP000006,"Madrid, SP"
890,CITY:SP000007,"Melilla, SP"
891,CITY:SP000009,"Murcia, SP"
892,CITY:SP000010,"Oviedo, SP"
893,CITY:SP000011,"Palma De Mallorca, SP"
894,CITY:SP000012,"Pamplona, SP"
895,CITY:SP000013,"Santa Cruz de Tenerife, SP"
896,CITY:SP000014,"Santander, SP"
897,CITY:SP000015,"Santiago De Compostela, SP"
898,CITY:SP000016,"Seville, SP"
899,CITY:SP000017,"Toledo, SP"
900,CITY:SP000018,"Valencia, SP"
901,CITY:SP000019,"Valladolid, SP"
902,CITY:SP000020,"Vitoria, SP"
903,CITY:SP000021,"Zaragoza, SP"
904,CITY:SU000001,"El Fasher, SU"
905,CITY:SU000002,"El Obeid, SU"
906,CITY:SU000003,"Khartoum, SU"
907,CITY:SU000004,"Malakal, SU"
908,CITY:SU000005,"Omdurman, SU"
909,CITY:SU000006,"Port Sudan, SU"
910,CITY:SU000007,"Wau, SU"
911,CITY:SW000001,"Gavle, SW"
912,CITY:SW000002,"Goteborg, SW"
913,CITY:SW000003,"Halmstad, SW"
914,CITY:SW000004,"Jonkoping, SW"
915,CITY:SW000005,"Karlstad, SW"
916,CITY:SW000006,"Linkoping, SW"
917,CITY:SW000007,"Malmo, SW"
918,CITY:SW000008,"Orebro, SW"
919,CITY:SW000009,"Stockholm, SW"
920,CITY:SW000010,"Umea, SW"
921,CITY:SW000011,"Uppsala, SW"
922,CITY:SW000012,"Vasteras, SW"
923,CITY:SW000013,"Vaxjo, SW"
924,CITY:SY000001,"Aleppo, SY"
925,CITY:SY000004,"Damascus, SY"
926,CITY:SY000005,"Dayr az Zawr, SY"
927,CITY:SY000006,"Hamah, SY"
928,CITY:SY000007,"Homs, SY"
929,CITY:SY000009,"Tartus, SY"
930,CITY:SZ000001,"Basel, SZ"
931,CITY:SZ000003,"Geneva, SZ"
932,CITY:SZ000006,"Saint Gallen, SZ"
933,CITY:SZ000007,"Zurich, SZ"
934,CITY:TH000001,"Bangkok, TH"
935,CITY:TH000003,"Chang Rai, TH"
936,CITY:TH000004,"Chanthaburi, TH"
937,CITY:TH000005,"Chiang Mai, TH"
938,CITY:TH000006,"Chon Buri, TH"
939,CITY:TH000007,"Chumphon, TH"
940,CITY:TH000010,"Kanchanaburi, TH"
941,CITY:TH000011,"Khon Kaen, TH"
942,CITY:TH000012,"Lampang, TH"
943,CITY:TH000015,"Nakhon Ratchasima, TH"
944,CITY:TH000016,"Nakhon Si Thammarat, TH"
945,CITY:TH000017,"Nong Khai, TH"
946,CITY:TH000018,"Phetchabun, TH"
947,CITY:TH000019,"Phitsanulok, TH"
948,CITY:TH000021,"Phuket, TH"
949,CITY:TH000023,"Sakon Nakhon, TH"
950,CITY:TH000024,"Samut Prakan, TH"
951,CITY:TH000026,"Supham Buri, TH"
952,CITY:TH000027,"Surat Thani, TH"
953,CITY:TH000028,"Trang, TH"
954,CITY:TH000029,"Ubon Ratchathani, TH"
955,CITY:TH000030,"Udon Thani, TH"
956,CITY:TH000031,"Uttaradit, TH"
957,CITY:TI000001,"Dushanbe, TI"
958,CITY:TI000002,"Kulob, TI"
959,CITY:TI000003,"Leninobod, TI"
960,CITY:TI000004,"Qurghonteppa, TI"
961,CITY:TO000003,"Lome, TO"
962,CITY:TS000002,"Bizerte, TS"
963,CITY:TS000003,"Gabes, TS"
964,CITY:TS000004,"Gafsa, TS"
965,CITY:TS000005,"Jendouba, TS"
966,CITY:TS000006,"Kairouan, TS"
967,CITY:TS000009,"Sfax, TS"
968,CITY:TS000012,"Tunis, TS"
969,CITY:TU000001,"Adiyaman, TU"
970,CITY:TU000002,"Agri, TU"
971,CITY:TU000003,"Aintab, TU"
972,CITY:TU000005,"Ankara, TU"
973,CITY:TU000006,"Antalya, TU"
974,CITY:TU000008,"Aydin, TU"
975,CITY:TU000009,"Balikesir, TU"
976,CITY:TU000010,"Bingol, TU"
977,CITY:TU000011,"Bolu, TU"
978,CITY:TU000012,"Burdur, TU"
979,CITY:TU000013,"Bursa, TU"
980,CITY:TU000014,"Canakkale, TU"
981,CITY:TU000015,"Cankiri, TU"
982,CITY:TU000016,"Corum, TU"
983,CITY:TU000017,"Denizli, TU"
984,CITY:TU000018,"Diyarbakir, TU"
985,CITY:TU000019,"Edirne, TU"
986,CITY:TU000020,"Elazig, TU"
987,CITY:TU000021,"Erzincan, TU"
988,CITY:TU000022,"Erzurum, TU"
989,CITY:TU000024,"Giresun, TU"
990,CITY:TU000025,"Hakkari, TU"
991,CITY:TU000026,"Isparta, TU"
992,CITY:TU000027,"Istanbul, TU"
993,CITY:TU000028,"Izmir, TU"
994,CITY:TU000029,"Kahramanmaras, TU"
995,CITY:TU000030,"Kars, TU"
996,CITY:TU000031,"Kastamonu, TU"
997,CITY:TU000034,"Kirsehir, TU"
998,CITY:TU000036,"Konya, TU"
999,CITY:TU000037,"Kutahya, TU"
1000,CITY:TU000038,"Malatya, TU"
1001,CITY:TU000041,"Mersin, TU"
1002,CITY:TU000042,"Mus, TU"
1003,CITY:TU000043,"Nevsehir, TU"
1004,CITY:TU000044,"Nigde, TU"
1005,CITY:TU000046,"Rize, TU"
1006,CITY:TU000047,"Sakarya, TU"
1007,CITY:TU000048,"Samsun, TU"
1008,CITY:TU000049,"Siirt, TU"
1009,CITY:TU000050,"Sivas, TU"
1010,CITY:TU000051,"Tekirdag, TU"
1011,CITY:TU000052,"Tokat, TU"
1012,CITY:TU000054,"Usak, TU"
1013,CITY:TU000055,"Van, TU"
1014,CITY:TU000056,"Yozgat, TU"
1015,CITY:TU000057,"Zonguldak, TU"
1016,CITY:TX000001,"Ashgabat, TX"
1017,CITY:TX000002,"Mary, TX"
1018,CITY:TX000003,"Turkmenbashi, TX"
1019,CITY:TZ000001,"Arusha, TZ"
1020,CITY:TZ000002,"Bukoba, TZ"
1021,CITY:TZ000003,"Dar es Salaam, TZ"
1022,CITY:TZ000004,"Dodoma, TZ"
1023,CITY:TZ000005,"Iringa, TZ"
1024,CITY:TZ000009,"Moshi, TZ"
1025,CITY:TZ000010,"Mtwara, TZ"
1026,CITY:TZ000011,"Musoma, TZ"
1027,CITY:TZ000012,"Mwanza, TZ"
1028,CITY:TZ000015,"Songea, TZ"
1029,CITY:TZ000017,"Tabora, TZ"
1030,CITY:TZ000019,"Zanzibar, TZ"
1031,CITY:UG000001,"Arua, UG"
1032,CITY:UG000002,"Gulu, UG"
1033,CITY:UG000003,"Jinja, UG"
1034,CITY:UK000001,"Belfast, UK"
1035,CITY:UK000002,"Birmingham, UK"
1036,CITY:UK000004,"Dundee, UK"
1037,CITY:UK000005,"Edinburgh, UK"
1038,CITY:UK000006,"Glasgow, UK"
1039,CITY:UK000007,"Leeds, UK"
1040,CITY:UK000008,"Liverpool, UK"
1041,CITY:UK000009,"London, UK"
1042,CITY:UK000010,"Manchester, UK"
1043,CITY:UK000011,"Sheffield, UK"
1044,CITY:UK000012,"Southampton, UK"
1045,CITY:UP000001,"Cherkasy, UP"
1046,CITY:UP000002,"Chernihiv, UP"
1047,CITY:UP000003,"Chernivtsi, UP"
1048,CITY:UP000004,"Dnipropetrovs'k, UP"
1049,CITY:UP000005,"Donets'k, UP"
1050,CITY:UP000006,"Ivano-frankivs'k, UP"
1051,CITY:UP000007,"Kharkiv, UP"
1052,CITY:UP000008,"Kherson, UP"
1053,CITY:UP000009,"Khmel'nyts'kyz, UP"
1054,CITY:UP000010,"Kirovohrad, UP"
1055,CITY:UP000011,"Kovel', UP"
1056,CITY:UP000012,"Kyiv, UP"
1057,CITY:UP000013,"L'viv, UP"
1058,CITY:UP000014,"Luhans'k, UP"
1059,CITY:UP000015,"Mykolayiv, UP"
1060,CITY:UP000016,"Odesa, UP"
1061,CITY:UP000017,"Poltava, UP"
1062,CITY:UP000018,"Rivne, UP"
1063,CITY:UP000019,"Simferopol', UP"
1064,CITY:UP000020,"Sumy, UP"
1065,CITY:UP000021,"Ternopil', UP"
1066,CITY:UP000022,"Uzhhorod, UP"
1067,CITY:UP000023,"Vinnytsya, UP"
1068,CITY:UP000024,"Zaporiyhzhya, UP"
1069,CITY:UP000025,"Zhytomyra, UP"
1070,CITY:US000001,"Washington D.C., US"
1071,CITY:US010001,"Alexander City, AL US"
1072,CITY:US010002,"Anniston, AL US"
1073,CITY:US010003,"Auburn, AL US"
1074,CITY:US010004,"Birmingham, AL US"
1075,CITY:US010005,"Cullman, AL US"
1076,CITY:US010006,"Dothan, AL US"
1077,CITY:US010007,"Enterprise, AL US"
1078,CITY:US010008,"Eufaula, AL US"
1079,CITY:US010009,"Florence, AL US"
1080,CITY:US010010,"Fort Payne, AL US"
1081,CITY:US010011,"Gadsden, AL US"
1082,CITY:US010012,"Huntsville, AL US"
1083,CITY:US010013,"Jasper, AL US"
1084,CITY:US010014,"Mobile, AL US"
1085,CITY:US010015,"Montgomery, AL US"
1086,CITY:US010016,"Selma, AL US"
1087,CITY:US010017,"Talladega, AL US"
1088,CITY:US010018,"Troy, AL US"
1089,CITY:US010019,"Tuscaloosa, AL US"
1090,CITY:US020001,"Anchorage, AK US"
1091,CITY:US020002,"Fairbanks, AK US"
1092,CITY:US020003,"Juneau, AK US"
1093,CITY:US020004,"Nome, AK US"
1094,CITY:US020005,"Seward, AK US"
1095,CITY:US040001,"Bullhead City, AZ US"
1096,CITY:US040002,"Casa Grande, AZ US"
1097,CITY:US040003,"Douglas, AZ US"
1098,CITY:US040004,"Flagstaff, AZ US"
1099,CITY:US040005,"Green Valley, AZ US"
1100,CITY:US040006,"Kingman, AZ US"
1101,CITY:US040007,"Lake Havasu City, AZ US"
1102,CITY:US040008,"Mesa, AZ US"
1103,CITY:US040009,"Nogales, AZ US"
1104,CITY:US040010,"Payson, AZ US"
1105,CITY:US040011,"Phoenix, AZ US"
1106,CITY:US040012,"Prescott, AZ US"
1107,CITY:US040013,"Sierra Vista, AZ US"
1108,CITY:US040014,"Tucson, AZ US"
1109,CITY:US040015,"Yuma, AZ US"
1110,CITY:US050001,"Arkadelphia, AR US"
1111,CITY:US050002,"Blytheville, AR US"
1112,CITY:US050003,"Camden, AR US"
1113,CITY:US050004,"Conway, AR US"
1114,CITY:US050005,"El Dorado, AR US"
1115,CITY:US050006,"Fayetteville, AR US"
1116,CITY:US050007,"Forrest City, AR US"
1117,CITY:US050008,"Fort Smith, AR US"
1118,CITY:US050009,"Harrison, AR US"
1119,CITY:US050010,"Hope, AR US"
1120,CITY:US050011,"Hot Springs, AR US"
1121,CITY:US050012,"Jonesboro, AR US"
1122,CITY:US050013,"Little Rock, AR US"
1123,CITY:US050014,"Magnolia, AR US"
1124,CITY:US050015,"Mountain Home, AR US"
1125,CITY:US050016,"Paragould, AR US"
1126,CITY:US050017,"Pine Bluff, AR US"
1127,CITY:US050018,"Russellville, AR US"
1128,CITY:US050019,"Searcy, AR US"
1129,CITY:US050020,"Siloam Springs, AR US"
1130,CITY:US060001,"Anaheim, CA US"
1131,CITY:US060002,"Bakersfield, CA US"
1132,CITY:US060003,"Barstow, CA US"
1133,CITY:US060004,"Blythe, CA US"
1134,CITY:US060005,"Chico, CA US"
1135,CITY:US060006,"Clearlake, CA US"
1136,CITY:US060007,"Coalinga, CA US"
1137,CITY:US060008,"El Centro, CA US"
1138,CITY:US060009,"Eureka, CA US"
1139,CITY:US060010,"Fresno, CA US"
1140,CITY:US060011,"Grass Valley, CA US"
1141,CITY:US060012,"Long Beach, CA US"
1142,CITY:US060013,"Los Angeles, CA US"
1143,CITY:US060014,"Merced, CA US"
1144,CITY:US060015,"Modesto, CA US"
1145,CITY:US060016,"Monterey, CA US"
1146,CITY:US060017,"Napa, CA US"
1147,CITY:US060018,"Oakland, CA US"
1148,CITY:US060019,"Oceanside, CA US"
1149,CITY:US060020,"Oxnard, CA US"
1150,CITY:US060021,"Palm Springs, CA US"
1151,CITY:US060022,"Red Bluff, CA US"
1152,CITY:US060023,"Redding, CA US"
1153,CITY:US060024,"Ridgecrest, CA US"
1154,CITY:US060025,"Riverside, CA US"
1155,CITY:US060026,"Rosamond, CA US"
1156,CITY:US060027,"Sacramento, CA US"
1157,CITY:US060028,"Salinas, CA US"
1158,CITY:US060029,"San Bernardino, CA US"
1159,CITY:US060030,"San Diego, CA US"
1160,CITY:US060031,"San Francisco, CA US"
1161,CITY:US060032,"San Jose, CA US"
1162,CITY:US060033,"San Luis Obispo, CA US"
1163,CITY:US060034,"Santa Ana, CA US"
1164,CITY:US060035,"Santa Barbara, CA US"
1165,CITY:US060036,"Santa Clarita, CA US"
1166,CITY:US060037,"Santa Cruz, CA US"
1167,CITY:US060038,"Santa Maria, CA US"
1168,CITY:US060039,"Santa Rosa, CA US"
1169,CITY:US060040,"Simi Valley, CA US"
1170,CITY:US060041,"Soledad, CA US"
1171,CITY:US060042,"Stockton, CA US"
1172,CITY:US060043,"Susanville, CA US"
1173,CITY:US060044,"Ukiah, CA US"
1174,CITY:US060045,"Vallejo, CA US"
1175,CITY:US060046,"Visalia, CA US"
1176,CITY:US060047,"Yuba City, CA US"
1177,CITY:US060048,"Yucca Valley, CA US"
1178,CITY:US080001,"Boulder, CO US"
1179,CITY:US080002,"Canon City, CO US"
1180,CITY:US080003,"Colorado Springs, CO US"
1181,CITY:US080004,"Denver, CO US"
1182,CITY:US080005,"Durango, CO US"
1183,CITY:US080006,"Fort Collins, CO US"
1184,CITY:US080007,"Fort Morgan, CO US"
1185,CITY:US080008,"Grand Junction, CO US"
1186,CITY:US080009,"Montrose, CO US"
1187,CITY:US080010,"Pueblo, CO US"
1188,CITY:US080011,"Sterling, CO US"
1189,CITY:US090001,"Bridgeport, CT US"
1190,CITY:US090002,"Danbury, CT US"
1191,CITY:US090003,"Hartford, CT US"
1192,CITY:US090004,"New Haven, CT US"
1193,CITY:US090005,"New London, CT US"
1194,CITY:US090006,"Norwalk, CT US"
1195,CITY:US090007,"Norwich, CT US"
1196,CITY:US090008,"Stamford, CT US"
1197,CITY:US090009,"Torrington, CT US"
1198,CITY:US090010,"Waterbury, CT US"
1199,CITY:US090011,"Willimantic, CT US"
1200,CITY:US100001,"Dover, DE US"
1201,CITY:US100002,"Newark, DE US"
1202,CITY:US120001,"Belle Glade, FL US"
1203,CITY:US120002,"Boca Raton, FL US"
1204,CITY:US120003,"Boynton Beach, FL US"
1205,CITY:US120004,"Bradenton, FL US"
1206,CITY:US120005,"Cape Coral, FL US"
1207,CITY:US120006,"Cocoa, FL US"
1208,CITY:US120007,"Coral Springs, FL US"
1209,CITY:US120008,"Crestview, FL US"
1210,CITY:US120009,"Daytona Beach, FL US"
1211,CITY:US120010,"Deltona, FL US"
1212,CITY:US120011,"Destin, FL US"
1213,CITY:US120012,"Fort Lauderdale, FL US"
1214,CITY:US120013,"Fort Myers, FL US"
1215,CITY:US120014,"Fort Walton Beach, FL US"
1216,CITY:US120015,"Gainesville, FL US"
1217,CITY:US120016,"Homosassa Springs, FL US"
1218,CITY:US120017,"Immokalee, FL US"
1219,CITY:US120018,"Jacksonville, FL US"
1220,CITY:US120019,"Jupiter, FL US"
1221,CITY:US120020,"Key Largo, FL US"
1222,CITY:US120021,"Key West, FL US"
1223,CITY:US120022,"Kissimmee, FL US"
1224,CITY:US120023,"Marathon, FL US"
1225,CITY:US120024,"Melbourne, FL US"
1226,CITY:US120025,"Miami, FL US"
1227,CITY:US120026,"Naples, FL US"
1228,CITY:US120027,"Ocala, FL US"
1229,CITY:US120028,"Orlando, FL US"
1230,CITY:US120029,"Palatka, FL US"
1231,CITY:US120030,"Palm Coast, FL US"
1232,CITY:US120031,"Panama City, FL US"
1233,CITY:US120032,"Pensacola, FL US"
1234,CITY:US120033,"Pompano Beach, FL US"
1235,CITY:US120034,"Port Charlotte, FL US"
1236,CITY:US120035,"Port St. Lucie, FL US"
1237,CITY:US120036,"Sarasota, FL US"
1238,CITY:US120037,"Spring Hill, FL US"
1239,CITY:US120038,"St. Augustine, FL US"
1240,CITY:US120039,"St. Petersburg, FL US"
1241,CITY:US120040,"Tallahassee, FL US"
1242,CITY:US120041,"Tampa, FL US"
1243,CITY:US120042,"Titusville, FL US"
1244,CITY:US120043,"West Palm Beach, FL US"
1245,CITY:US130001,"Albany, GA US"
1246,CITY:US130002,"Americus, GA US"
1247,CITY:US130003,"Athens, GA US"
